Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
single,1st phase - general contingent,3rd choice,Nursing,daytime,secondary education,140.0,Portuguese,,,elementary occupations,elementary occupations,141.5,yes,no,yes,no,female,no,19,no,0,8,8,7,13.327142857142857,0,0,8,8,7,13.327142857142857,0,10.8,1.4,1.74,dropout
single,Short cycle diploma holders,1st choice,Social Service,daytime,secondary education,111.0,Portuguese,,,intermediate level technicians,intermediate level technicians,111.4,yes,no,no,no,female,no,19,no,0,6,13,4,11.0,0,0,6,13,2,11.5,0,12.7,3.7,-1.7,dropout
single,1st phase - general contingent,1st choice,Communication Design,daytime,secondary education,132.0,Portuguese,12th year of schooling - not completed,,specialists in intellectual and scientific activities,specialists in intellectual and scientific activities,136.6,yes,no,no,yes,female,no,18,no,1,6,10,6,11.714285714285714,1,0,6,15,6,10.375,0,13.9,-0.3,0.79,non-dropout
single,1st phase - general contingent,1st choice,Animation and Multimedia Design,daytime,secondary education,150.0,Portuguese,basic education 3rd cycle,basic education 3rd cycle,specialists in intellectual and scientific activities,"personal services, security and safety workers",154.6,yes,no,no,yes,female,no,19,no,6,12,13,12,12.333333333333334,0,4,11,12,10,12.727272727272728,0,8.9,1.4,3.51,dropout
single,Change of institution/course (International),4th choice,Basic Education,daytime,secondary education,118.0,Portuguese,,,elementary occupations,"farmers and skilled workers in agriculture, fisheries, and forestry",111.4,yes,no,yes,no,female,no,20,no,0,7,9,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,dropout
married,Technological specialization diploma holders,1st choice,Management (evening),evening,secondary education,150.0,Portuguese,,,intermediate level technicians,intermediate level technicians,120.1,no,no,no,no,female,no,39,no,11,15,15,12,11.916666666666666,0,8,13,14,8,11.25,0,10.8,1.4,1.74,dropout
married,International student (bachelor),2nd choice,Social Service (evening),evening,,100.0,Portuguese,,,administrative staff,"skilled workers in industry, construction, and craftsmen",100.0,no,no,yes,yes,female,no,37,no,0,6,9,6,11.833333333333334,0,0,6,7,6,11.0,0,7.6,2.6,0.32,non-dropout
married,International student (bachelor),1st choice,Nursing,daytime,,130.0,Portuguese,secondary education,secondary education,administrative staff,"farmers and skilled workers in agriculture, fisheries, and forestry",140.0,no,no,yes,no,female,no,30,no,3,7,11,3,12.333333333333334,0,3,7,9,3,11.666666666666666,0,13.9,-0.3,0.79,dropout
married,Technological specialization diploma holders,1st choice,Management (evening),evening,,130.0,Portuguese,,,elementary occupations,elementary occupations,130.0,no,no,no,yes,female,no,41,no,5,10,11,10,14.3,0,5,10,10,10,14.2,0,12.7,3.7,-1.7,non-dropout
divorced,International student (bachelor),1st choice,Nursing,daytime,,133.1,Portuguese,,,"personal services, security and safety workers","skilled workers in industry, construction, and craftsmen",100.0,no,no,no,no,female,no,40,no,0,8,11,5,11.832,4,0,8,11,5,11.832,4,9.4,-0.8,-3.12,dropout
single,1st phase - general contingent,1st choice,Management,daytime,secondary education,112.0,Portuguese,other,,administrative staff,intermediate level technicians,106.1,no,no,no,yes,female,no,20,no,0,5,13,2,10.0,1,0,5,10,0,0.0,0,9.4,-0.8,-3.12,dropout
married,1st phase - general contingent,1st choice,Management (evening),evening,secondary education,144.0,Portuguese,,,elementary occupations,elementary occupations,151.4,no,no,no,yes,female,no,28,no,0,5,5,5,12.0,0,0,5,6,5,11.6,0,7.6,2.6,0.32,non-dropout
single,Change of institution/course (International),2nd choice,Basic Education,daytime,secondary education,120.0,Portuguese,,,elementary occupations,administrative staff,113.7,yes,no,yes,no,female,no,19,no,0,7,11,5,12.2,0,0,7,13,0,0.0,0,12.4,0.5,1.79,dropout
single,1st phase - general contingent,1st choice,Advertising and Marketing Management,daytime,secondary education,121.0,Portuguese,,,"personal services, security and safety workers",elementary occupations,116.5,yes,no,no,yes,female,no,23,no,0,5,7,3,11.333333333333334,0,0,5,5,4,11.25,0,7.6,2.6,0.32,dropout
single,Holders of other higher education courses,1st choice,Social Service (evening),evening,12th year of schooling - not completed,120.0,Portuguese,higher education - bachelor,basic education 3rd cycle,specialists in intellectual and scientific activities,specialists in intellectual and scientific activities,120.0,no,no,no,yes,female,no,18,no,10,16,24,13,13.846153846153848,0,7,11,15,9,12.555555555555555,0,15.5,2.8,-4.06,dropout
single,International student (bachelor),1st choice,Nursing,daytime,secondary education,100.0,Portuguese,secondary education,,administrative staff,installation and machine operators,122.0,no,no,no,yes,female,no,24,no,0,8,8,7,12.412857142857144,0,0,8,8,7,12.412857142857144,0,10.8,1.4,1.74,non-dropout
single,Short cycle diploma holders,5th choice,Advertising and Marketing Management,daytime,secondary education,115.0,Portuguese,secondary education,,"personal services, security and safety workers","personal services, security and safety workers",117.1,no,no,no,yes,female,no,21,no,0,5,7,3,12.666666666666666,0,0,5,6,4,12.75,1,7.6,2.6,0.32,non-dropout
single,1st phase - general contingent,2nd choice,Nursing,daytime,secondary education,123.0,Portuguese,,,"skilled workers in industry, construction, and craftsmen","skilled workers in industry, construction, and craftsmen",120.8,yes,no,no,yes,female,no,19,no,0,8,11,7,12.545714285714286,0,0,8,11,7,12.545714285714286,0,10.8,1.4,1.74,non-dropout
single,1st phase - general contingent,1st choice,Journalism and Communication,daytime,secondary education,134.0,Portuguese,,,elementary occupations,armed forces professions,141.4,yes,no,no,yes,female,no,19,no,0,6,12,3,13.0,0,0,6,13,2,14.0,0,9.4,-0.8,-3.12,dropout
single,International student (bachelor),1st choice,Agronomy,daytime,secondary education,123.0,Portuguese,,,elementary occupations,elementary occupations,110.0,no,no,yes,no,female,no,48,no,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,dropout
married,Technological specialization diploma holders,1st choice,Management (evening),evening,higher education - bachelor,120.0,Portuguese,,,elementary occupations,elementary occupations,120.0,no,no,no,no,female,no,38,no,9,12,12,9,12.22222222222222,2,9,12,12,9,13.0,0,9.4,-0.8,-3.12,dropout
single,Short cycle diploma holders,1st choice,Management,daytime,secondary education,131.0,Portuguese,secondary education,,intermediate level technicians,"skilled workers in industry, construction, and craftsmen",120.2,no,no,no,yes,female,no,19,no,0,5,10,5,13.285714285714286,0,0,5,8,5,13.0,0,12.7,3.7,-1.7,non-dropout
married,International student (bachelor),1st choice,Management (evening),evening,higher education - master,133.1,Portuguese,,secondary education,elementary occupations,administrative staff,138.4,no,no,no,yes,male,no,30,no,0,5,7,3,11.666666666666666,0,0,5,8,1,11.0,0,7.6,2.6,0.32,dropout
single,Change of institution/course (1st cycle),1st choice,Agronomy,daytime,,150.0,Portuguese,,,elementary occupations,elementary occupations,150.0,no,no,no,yes,male,yes,24,no,0,6,9,6,13.555555555555555,0,0,6,7,6,12.666666666666666,0,13.9,-0.3,0.79,non-dropout
single,Short cycle diploma holders,5th choice,Journalism and Communication,daytime,secondary education,134.0,Portuguese,secondary education,,elementary occupations,"personal services, security and safety workers",121.8,yes,no,no,yes,male,no,19,no,0,6,6,6,13.166666666666666,0,0,6,8,6,12.428571428571429,0,16.2,0.3,-0.92,non-dropout
single,Change of institution/course (1st cycle),1st choice,Animation and Multimedia Design,daytime,,140.0,Portuguese,secondary education,secondary education,elementary occupations,elementary occupations,140.0,no,no,no,yes,male,no,21,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,non-dropout
single,1st phase - general contingent,1st choice,Tourism,daytime,secondary education,117.0,Portuguese,secondary education,secondary education,"personal services, security and safety workers","personal services, security and safety workers",116.3,yes,no,no,yes,male,yes,21,no,0,6,6,6,11.666666666666666,0,0,6,7,5,12.2,0,10.8,1.4,1.74,non-dropout
single,1st phase - general contingent,2nd choice,Management (evening),evening,secondary education,143.0,Portuguese,basic education 2nd cycle,secondary education,administrative staff,administrative staff,131.5,no,no,no,yes,male,no,19,no,0,5,11,4,11.0,0,0,5,8,4,12.25,0,15.5,2.8,-4.06,dropout
single,Short cycle diploma holders,2nd choice,Communication Design,daytime,secondary education,142.0,Portuguese,basic education 3rd cycle,secondary education,specialists in intellectual and scientific activities,administrative staff,141.0,yes,no,no,yes,male,no,18,no,0,6,6,6,13.0,0,0,6,8,1,10.0,0,10.8,1.4,1.74,non-dropout
single,Short cycle diploma holders,1st choice,Communication Design,daytime,secondary education,132.0,Portuguese,,,elementary occupations,"skilled workers in industry, construction, and craftsmen",138.0,no,no,no,yes,male,yes,18,no,0,6,6,6,13.666666666666666,0,0,6,6,6,12.0,0,12.4,0.5,1.79,non-dropout
single,Short cycle diploma holders,4th choice,Informatics Engineering,daytime,secondary education,138.0,Portuguese,secondary education,basic education 3rd cycle,representatives of the legislative power and executive bodies,administrative staff,127.5,yes,no,no,yes,male,no,19,no,0,5,6,5,14.6,0,0,5,5,5,15.2,0,8.9,1.4,3.51,dropout
single,1st phase - general contingent,1st choice,Nursing,daytime,secondary education,131.0,Portuguese,secondary education,,elementary occupations,elementary occupations,127.0,no,no,no,yes,male,yes,19,no,0,8,8,7,12.514285714285714,0,0,8,8,7,12.514285714285714,0,12.7,3.7,-1.7,non-dropout
single,Short cycle diploma holders,2nd choice,Veterinary Nursing,daytime,secondary education,123.0,Portuguese,basic education 3rd cycle,,specialists in intellectual and scientific activities,elementary occupations,118.9,no,no,no,yes,male,no,18,no,0,5,5,3,14.0,0,0,5,7,3,12.666666666666666,0,7.6,2.6,0.32,non-dropout
single,1st phase - general contingent,1st choice,Tourism,daytime,secondary education,131.0,Portuguese,,,elementary occupations,elementary occupations,134.5,yes,no,no,yes,male,no,25,no,0,6,8,6,13.166666666666666,0,0,6,8,5,12.6,0,7.6,2.6,0.32,non-dropout
single,Short cycle diploma holders,1st choice,Informatics Engineering,daytime,secondary education,141.0,Portuguese,,secondary education,elementary occupations,specialists in intellectual and scientific activities,133.0,yes,no,no,yes,male,no,18,no,0,5,10,4,13.0,0,0,5,10,3,12.333333333333334,3,7.6,2.6,0.32,non-dropout
facto union,International student (bachelor),1st choice,Management,daytime,secondary education,133.1,Portuguese,secondary education,,administrative staff,"skilled workers in industry, construction, and craftsmen",114.0,no,no,no,no,male,no,29,no,0,5,5,1,13.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,dropout
single,Short cycle diploma holders,1st choice,Informatics Engineering,daytime,secondary education,116.0,Portuguese,,,,"personal services, security and safety workers",116.7,yes,no,no,yes,male,no,21,no,0,5,10,1,10.0,0,0,5,8,3,13.666666666666666,3,7.6,2.6,0.32,dropout
single,1st phase - general contingent,3rd choice,Journalism and Communication,daytime,secondary education,123.0,Portuguese,secondary education,secondary education,administrative staff,"skilled workers in industry, construction, and craftsmen",125.1,yes,no,yes,yes,male,yes,18,no,0,6,6,6,14.333333333333334,0,0,6,6,6,15.333333333333334,0,11.1,0.6,2.02,non-dropout
single,Short cycle diploma holders,1st choice,Tourism,daytime,secondary education,133.0,Portuguese,,secondary education,elementary occupations,elementary occupations,137.2,no,no,no,yes,male,yes,20,no,0,6,6,0,0.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,dropout
single,International student (bachelor),1st choice,Management (evening),evening,secondary education,133.1,Portuguese,,,elementary occupations,"skilled workers in industry, construction, and craftsmen",111.4,no,no,no,yes,male,no,27,no,0,5,7,1,11.0,0,0,5,7,0,0.0,0,13.9,-0.3,0.79,dropout
single,1st phase - general contingent,1st choice,Veterinary Nursing,daytime,secondary education,133.1,Portuguese,basic education 3rd cycle,secondary education,administrative staff,elementary occupations,105.0,yes,no,no,yes,male,no,21,no,0,6,15,3,11.25,0,0,6,9,0,0.0,0,12.4,0.5,1.79,non-dropout
single,Change of institution/course (International),2nd choice,Management,daytime,secondary education,140.0,Portuguese,,,"personal services, security and safety workers",elementary occupations,124.3,yes,no,no,yes,male,no,20,no,0,5,7,4,10.75,0,0,5,12,3,10.571428571428571,0,10.8,1.4,1.74,dropout
single,International student (bachelor),1st choice,Management,daytime,,100.0,Portuguese,,,"skilled workers in industry, construction, and craftsmen",elementary occupations,132.0,no,no,yes,no,male,no,28,no,0,5,7,1,11.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,dropout
single,International student (bachelor),2nd choice,Oral Hygiene,daytime,secondary education,130.0,Portuguese,,,elementary occupations,installation and machine operators,110.0,no,no,no,yes,male,yes,24,no,0,7,13,6,10.857142857142858,0,0,7,7,7,11.857142857142858,0,12.7,3.7,-1.7,non-dropout
single,1st phase - general contingent,5th choice,Management,daytime,secondary education,134.0,Portuguese,basic education 3rd cycle,higher education - bachelor,specialists in intellectual and scientific activities,specialists in intellectual and scientific activities,134.7,no,no,no,yes,male,no,22,no,1,5,10,4,11.75,0,0,5,10,3,11.0,0,7.6,2.6,0.32,non-dropout
single,1st phase - general contingent,1st choice,Veterinary Nursing,daytime,secondary education,134.0,Portuguese,,,elementary occupations,elementary occupations,136.8,yes,no,no,yes,male,no,20,no,0,5,8,5,12.8,0,0,5,9,4,13.666666666666666,1,10.8,1.4,1.74,non-dropout
single,Change of institution/course (1st cycle),1st choice,Veterinary Nursing,daytime,,160.0,Portuguese,secondary education,secondary education,administrative staff,administrative staff,160.0,no,no,no,yes,male,no,21,no,1,5,15,3,12.333333333333334,2,0,5,7,5,11.4,0,9.4,-0.8,-3.12,non-dropout
single,Change of institution/course (1st cycle),1st choice,Agronomy,daytime,,130.0,Portuguese,secondary education,basic education 3rd cycle,elementary occupations,specialists in intellectual and scientific activities,130.0,yes,no,yes,no,male,no,23,no,0,6,12,2,11.333333333333334,0,0,6,8,2,13.0,0,13.9,-0.3,0.79,dropout
single,1st phase - general contingent,1st choice,Social Service,daytime,secondary education,141.0,Portuguese,,secondary education,"skilled workers in industry, construction, and craftsmen",intermediate level technicians,128.8,yes,no,no,yes,male,no,18,no,0,6,10,5,11.6,0,0,6,6,6,11.166666666666666,0,10.8,1.4,1.74,non-dropout
single,1st phase - general contingent,1st choice,Animation and Multimedia Design,daytime,secondary education,147.0,Portuguese,secondary education,higher education - doctorate,administrative staff,administrative staff,148.4,yes,no,no,yes,male,yes,20,no,8,14,15,12,10.923076923076923,0,7,13,14,11,12.181818181818182,0,11.1,0.6,2.02,non-dropout
single,1st phase - general contingent,1st choice,Animation and Multimedia Design,daytime,secondary education,137.0,Portuguese,secondary education,,administrative staff,"personal services, security and safety workers",130.4,yes,no,no,yes,male,no,19,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,non-dropout
married,International student (bachelor),1st choice,Nursing,daytime,,130.0,Portuguese,secondary education,secondary education,administrative staff,"farmers and skilled workers in agriculture, fisheries, and forestry",126.0,no,no,no,yes,male,no,32,no,0,7,7,7,13.62857142857143,0,0,8,8,8,13.9125,0,13.9,-0.3,0.79,non-dropout
single,1st phase - general contingent,6th choice,Tourism,daytime,secondary education,119.0,Portuguese,,,elementary occupations,elementary occupations,118.7,yes,no,no,yes,male,no,20,no,0,6,16,3,10.333333333333334,0,0,6,16,1,11.0,0,10.8,1.4,1.74,dropout
single,International student (bachelor),1st choice,Agronomy,daytime,secondary education,130.0,Portuguese,,,"skilled workers in industry, construction, and craftsmen","skilled workers in industry, construction, and craftsmen",120.0,no,no,no,yes,male,no,32,no,12,18,25,18,13.736842105263158,0,10,13,15,12,13.75,1,15.5,2.8,-4.06,non-dropout
single,International student (bachelor),1st choice,Agronomy,daytime,secondary education,130.0,Portuguese,,,elementary occupations,"farmers and skilled workers in agriculture, fisheries, and forestry",120.0,yes,no,no,yes,male,no,28,no,7,13,19,8,11.625,0,5,10,17,6,11.0,0,15.5,2.8,-4.06,non-dropout
single,Change of institution/course (1st cycle),1st choice,Communication Design,daytime,,120.0,Portuguese,secondary education,,"personal services, security and safety workers","personal services, security and safety workers",116.3,yes,yes,no,yes,male,yes,21,no,2,7,7,4,11.5,0,5,9,10,7,12.142857142857142,0,12.4,0.5,1.79,non-dropout
single,1st phase - general contingent,1st choice,Journalism and Communication,daytime,secondary education,130.0,Portuguese,,,elementary occupations,"farmers and skilled workers in agriculture, fisheries, and forestry",133.9,no,no,no,yes,male,yes,19,no,0,6,8,5,14.0,0,0,6,8,6,13.0,0,10.8,1.4,1.74,non-dropout
single,International student (bachelor),1st choice,Management (evening),evening,,150.0,Portuguese,,,elementary occupations,elementary occupations,150.3,no,no,no,yes,male,no,24,no,0,5,7,3,11.333333333333334,0,0,5,6,0,0.0,0,10.8,1.4,1.74,dropout
single,Short cycle diploma holders,1st choice,Management,daytime,secondary education,120.0,Portuguese,,,elementary occupations,installation and machine operators,118.3,no,no,no,yes,male,no,18,no,0,5,13,1,10.0,0,0,5,5,1,10.0,0,12.7,3.7,-1.7,dropout
single,Change of institution/course (1st cycle),1st choice,Agronomy,daytime,,130.0,Portuguese,secondary education,,"farmers and skilled workers in agriculture, fisheries, and forestry","farmers and skilled workers in agriculture, fisheries, and forestry",130.0,yes,no,no,yes,male,no,20,no,0,6,14,5,11.714285714285714,0,0,6,15,5,12.0,0,16.2,0.3,-0.92,non-dropout
single,Technological specialization diploma holders,1st choice,Animation and Multimedia Design,daytime,,140.0,Portuguese,,,elementary occupations,"skilled workers in industry, construction, and craftsmen",140.0,no,no,no,no,male,no,25,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,dropout
single,Short cycle diploma holders,6th choice,Management,daytime,secondary education,130.0,Portuguese,,,elementary occupations,elementary occupations,110.4,yes,no,no,yes,male,no,25,no,13,15,15,13,10.76923076923077,0,11,14,15,12,11.833333333333334,0,7.6,2.6,0.32,dropout
single,Short cycle diploma holders,4th choice,Journalism and Communication,daytime,secondary education,147.0,Portuguese,secondary education,secondary education,administrative staff,"personal services, security and safety workers",139.7,yes,no,no,yes,male,no,18,no,0,6,10,5,11.6,0,0,6,6,6,12.0,0,9.4,-0.8,-3.12,dropout
single,1st phase - general contingent,1st choice,Management,daytime,secondary education,148.0,Portuguese,,secondary education,"skilled workers in industry, construction, and craftsmen","personal services, security and safety workers",138.3,yes,no,no,yes,male,no,19,no,0,5,6,4,13.75,0,0,5,5,0,0.0,0,12.4,0.5,1.79,dropout
single,1st phase - general contingent,5th choice,Management,daytime,secondary education,133.0,Portuguese,,basic education 3rd cycle,elementary occupations,elementary occupations,123.2,yes,no,no,yes,male,no,18,no,0,5,14,4,11.0,0,0,5,9,5,10.5,0,13.9,-0.3,0.79,dropout
single,Transfer,1st choice,Management,daytime,secondary education,135.0,Portuguese,,secondary education,administrative staff,administrative staff,120.0,no,no,no,no,male,no,25,no,0,5,6,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,dropout
single,International student (bachelor),1st choice,Animation and Multimedia Design,daytime,secondary education,116.0,Portuguese,,,other,other,127.0,yes,no,no,yes,male,no,38,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,dropout
single,Change of institution/course (1st cycle),1st choice,Animation and Multimedia Design,daytime,,110.0,Portuguese,secondary education,secondary education,representatives of the legislative power and executive bodies,"skilled workers in industry, construction, and craftsmen",114.2,no,no,no,yes,male,no,19,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,dropout
single,1st phase - general contingent,4th choice,Journalism and Communication,daytime,secondary education,133.0,Portuguese,secondary education,,elementary occupations,elementary occupations,119.7,yes,no,no,yes,male,no,19,no,0,6,7,6,12.333333333333334,0,0,6,10,5,13.2,0,16.2,0.3,-0.92,non-dropout
single,Change of institution/course (1st cycle),1st choice,Veterinary Nursing,daytime,,150.0,Portuguese,,,elementary occupations,administrative staff,150.0,yes,no,no,yes,male,yes,22,no,0,6,9,6,13.428571428571429,0,1,6,12,6,13.625,0,12.4,0.5,1.79,non-dropout
single,1st phase - general contingent,6th choice,Informatics Engineering,daytime,secondary education,135.0,Portuguese,higher education - bachelor,secondary education,intermediate level technicians,"personal services, security and safety workers",123.5,yes,no,no,yes,male,no,18,no,0,5,10,0,0.0,0,0,5,10,1,10.0,3,7.6,2.6,0.32,non-dropout
single,Holders of other higher education courses,1st choice,Management (evening),evening,,130.0,Portuguese,,,intermediate level technicians,elementary occupations,130.0,no,no,no,no,male,no,32,no,0,5,12,4,14.75,0,0,5,9,2,15.0,0,16.2,0.3,-0.92,dropout
single,Technological specialization diploma holders,1st choice,Basic Education,daytime,secondary education,130.0,Portuguese,higher education - bachelor,,specialists in intellectual and scientific activities,"personal services, security and safety workers",124.6,no,no,no,yes,male,no,37,no,19,21,21,21,12.476190476190476,0,13,19,19,19,12.210526315789474,0,12.4,0.5,1.79,non-dropout
single,Short cycle diploma holders,1st choice,Informatics Engineering,daytime,secondary education,132.0,Portuguese,,,elementary occupations,"farmers and skilled workers in agriculture, fisheries, and forestry",119.4,yes,no,no,yes,male,no,21,no,0,5,8,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,dropout
single,1st phase - general contingent,1st choice,Tourism,daytime,secondary education,125.0,Portuguese,secondary education,basic education 3rd cycle,administrative staff,representatives of the legislative power and executive bodies,121.9,yes,no,no,yes,male,no,18,no,0,6,15,3,11.666666666666666,0,0,6,14,2,12.5,0,10.8,1.4,1.74,dropout
single,1st phase - general contingent,3rd choice,Communication Design,daytime,secondary education,118.0,Portuguese,,basic education 3rd cycle,,,110.0,yes,no,yes,yes,male,no,19,no,0,6,6,6,12.0,0,0,6,7,6,13.571428571428571,0,8.9,1.4,3.51,non-dropout
single,Short cycle diploma holders,1st choice,Advertising and Marketing Management,daytime,secondary education,118.0,Portuguese,secondary education,,administrative staff,installation and machine operators,118.7,no,no,no,yes,male,yes,19,no,0,6,7,6,12.0,0,0,6,6,6,14.0,0,12.4,0.5,1.79,non-dropout
single,1st phase - general contingent,1st choice,Animation and Multimedia Design,daytime,secondary education,161.0,Moldova (Republic of),secondary education,secondary education,elementary occupations,"skilled workers in industry, construction, and craftsmen",163.1,yes,no,no,no,female,no,19,yes,6,12,12,12,15.25,0,4,11,12,11,15.0,0,8.9,1.4,3.51,non-dropout
single,Short cycle diploma holders,1st choice,Journalism and Communication,daytime,secondary education,136.0,Portuguese,,,elementary occupations,elementary occupations,121.7,yes,no,no,yes,male,yes,19,no,0,6,9,5,12.4,0,0,6,6,6,13.166666666666666,0,12.7,3.7,-1.7,non-dropout
single,Change of course institution,1st choice,Management,daytime,secondary education,135.0,Brazilian,secondary education,secondary education,elementary occupations,"skilled workers in industry, construction, and craftsmen",135.0,no,no,yes,yes,male,no,21,yes,0,5,9,3,12.333333333333334,0,0,5,8,4,11.25,0,8.9,1.4,3.51,non-dropout
divorced,International student (bachelor),1st choice,Management (evening),evening,secondary education,147.0,Portuguese,,,"skilled workers in industry, construction, and craftsmen",installation and machine operators,147.9,no,no,no,yes,female,no,28,no,0,5,8,4,11.5,0,0,5,7,4,12.0,0,10.8,1.4,1.74,non-dropout
single,1st phase - general contingent,1st choice,Journalism and Communication,daytime,secondary education,124.0,Angolan,secondary education,secondary education,intermediate level technicians,"personal services, security and safety workers",118.1,yes,no,yes,no,female,no,19,yes,0,6,8,5,12.2,0,0,6,6,4,11.75,0,16.2,0.3,-0.92,dropout
single,International student (bachelor),1st choice,Management (evening),evening,,133.1,Portuguese,,,elementary occupations,"farmers and skilled workers in agriculture, fisheries, and forestry",105.3,no,no,yes,yes,female,no,28,no,0,5,14,2,10.5,0,0,5,6,0,0.0,0,12.4,0.5,1.79,dropout
single,1st phase - general contingent,1st choice,Nursing,daytime,secondary education,141.0,Portuguese,,,"skilled workers in industry, construction, and craftsmen",elementary occupations,139.8,no,no,no,yes,female,yes,19,no,0,8,8,7,14.4,0,0,8,8,7,14.4,0,12.7,3.7,-1.7,non-dropout
married,Holders of other higher education courses,1st choice,Social Service (evening),evening,,130.0,Portuguese,,,intermediate level technicians,"skilled workers in industry, construction, and craftsmen",130.0,no,no,no,yes,female,no,32,no,8,14,18,13,12.846153846153848,0,7,11,19,10,12.8,0,10.8,1.4,1.74,non-dropout
single,International student (bachelor),1st choice,Social Service (evening),evening,,110.0,Portuguese,,,elementary occupations,installation and machine operators,127.5,no,no,yes,no,female,no,26,no,0,6,13,4,12.0,0,0,6,7,5,13.2,0,16.2,0.3,-0.92,dropout
married,International student (bachelor),1st choice,Management,daytime,higher education - master,133.1,Portuguese,,,elementary occupations,elementary occupations,120.0,no,no,no,yes,female,no,25,no,0,5,0,0,0.0,0,0,5,0,0,0.0,0,9.4,-0.8,-3.12,dropout
married,Technological specialization diploma holders,2nd choice,Basic Education,daytime,secondary education,130.0,Portuguese,,,administrative staff,representatives of the legislative power and executive bodies,124.2,no,no,no,yes,female,no,31,no,3,7,8,6,13.666666666666666,0,1,6,8,5,13.5,0,9.4,-0.8,-3.12,dropout
single,Short cycle diploma holders,1st choice,Social Service,daytime,secondary education,120.0,Portuguese,,secondary education,elementary occupations,"personal services, security and safety workers",113.4,yes,no,no,yes,female,yes,20,no,0,6,10,5,11.857142857142858,0,0,6,8,6,11.666666666666666,0,12.7,3.7,-1.7,non-dropout
single,1st phase - general contingent,4th choice,Social Service,daytime,secondary education,133.1,Portuguese,secondary education,,installation and machine operators,elementary occupations,118.0,yes,no,no,yes,female,no,19,no,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,dropout
single,Short cycle diploma holders,1st choice,Animation and Multimedia Design,daytime,secondary education,145.0,Portuguese,,,"personal services, security and safety workers",elementary occupations,130.0,yes,no,no,yes,female,no,23,no,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,dropout
single,1st phase - general contingent,1st choice,Social Service,daytime,secondary education,131.0,Portuguese,,secondary education,elementary occupations,elementary occupations,135.9,yes,no,no,yes,female,no,18,no,0,6,8,5,13.2,0,0,6,6,6,11.333333333333334,0,9.4,-0.8,-3.12,non-dropout
single,1st phase - general contingent,2nd choice,Social Service,daytime,secondary education,147.0,Portuguese,,,elementary occupations,installation and machine operators,135.8,yes,no,no,yes,female,yes,19,no,0,6,8,6,12.714285714285714,0,0,6,12,5,11.0,0,13.9,-0.3,0.79,dropout
single,1st phase - general contingent,1st choice,Tourism,daytime,secondary education,138.0,Portuguese,,,elementary occupations,armed forces professions,133.1,no,no,no,yes,female,no,18,no,0,6,6,6,12.5,0,0,6,6,6,12.666666666666666,0,15.5,2.8,-4.06,non-dropout
single,1st phase - general contingent,1st choice,Management,daytime,secondary education,123.0,Portuguese,secondary education,secondary education,administrative staff,"farmers and skilled workers in agriculture, fisheries, and forestry",118.8,yes,no,no,yes,female,no,21,no,0,5,9,3,10.666666666666666,0,0,5,13,2,12.5,0,7.6,2.6,0.32,non-dropout
single,1st phase - general contingent,2nd choice,Journalism and Communication,daytime,secondary education,129.0,Portuguese,,,elementary occupations,"skilled workers in industry, construction, and craftsmen",117.1,yes,no,no,yes,female,no,20,no,0,6,12,1,17.0,0,0,6,12,1,17.0,0,9.4,-0.8,-3.12,non-dropout
single,1st phase - general contingent,1st choice,Veterinary Nursing,daytime,secondary education,125.0,Portuguese,secondary education,,administrative staff,elementary occupations,114.5,yes,no,no,yes,female,no,24,no,0,5,6,5,13.0,1,0,5,9,4,13.25,0,12.7,3.7,-1.7,non-dropout
